date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:07:09	403432/403432	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/color-pencil-set.html	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/color-pencil-set.html	(from http://brakt-demo3.blogspot.com/2016_11_01_archive.html)
23:07:09	91914/91914	---M--	200	added ('OK')	image/jpeg	etag:%22v137%22	https://3.bp.blogspot.com/-tg8Ir4SQoLQ/WDcmSAcuShI/AAAAAAAAATQ/e0vs6EFhCwsd1zqtWgKABwZ8yRink0X0QCLcB/s1600/landscape-nature-man-person.jpg	C:/My%20Web%20Sites/fuckier/3.bp.blogspot.com/-tg8Ir4SQoLQ/WDcmSAcuShI/AAAAAAAAATQ/e0vs6EFhCwsd1zqtWgKABwZ8yRink0X0QCLcB/s1600/landscape-nature-man-person.jpg	(from http://brakt-demo3.blogspot.com/2016_11_01_archive.html)
23:07:09	47527/47527	---M--	200	added ('OK')	image/jpeg	etag:%22v135%22	https://4.bp.blogspot.com/-f3H1yweBacQ/WDckIYekLgI/AAAAAAAAAS8/Dn49wubMzqYoKbLr4hYzHyIy32bYJZxwgCLcB/s1600/pexels-photo-201706.jpeg	C:/My%20Web%20Sites/fuckier/4.bp.blogspot.com/-f3H1yweBacQ/WDckIYekLgI/AAAAAAAAAS8/Dn49wubMzqYoKbLr4hYzHyIy32bYJZxwgCLcB/s1600/pexels-photo-201706.jpeg	(from http://brakt-demo3.blogspot.com/2016_11_01_archive.html)
23:07:09	76385/76385	---M--	200	added ('OK')	image/jpeg	etag:%22v135%22	https://2.bp.blogspot.com/-AdsRPoYllws/WDclVtPhG6I/AAAAAAAAATI/Huq7GZgOsaIRhzAEIyUl9iw9XskQY5xAACLcB/s1600/pexels-photo-69212.jpeg	C:/My%20Web%20Sites/fuckier/2.bp.blogspot.com/-AdsRPoYllws/WDclVtPhG6I/AAAAAAAAATI/Huq7GZgOsaIRhzAEIyUl9iw9XskQY5xAACLcB/s1600/pexels-photo-69212.jpeg	(from http://brakt-demo3.blogspot.com/2016_11_01_archive.html)
23:07:13	413444/413444	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/full-width-post.html	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/full-width-post.html	(from http://brakt-demo3.blogspot.com/2016_11_01_archive.html)
23:07:13	154883/154883	---M--	200	added ('OK')	image/jpeg	etag:%22v125%22	https://1.bp.blogspot.com/-ZYCD1rqgnGs/WDcMY5znodI/AAAAAAAAASM/2grwGzWZPo085dVIPiJfMF7QUoR-4Z05QCLcB/s1600/pexels-photo-194098.jpeg	C:/My%20Web%20Sites/fuckier/1.bp.blogspot.com/-ZYCD1rqgnGs/WDcMY5znodI/AAAAAAAAASM/2grwGzWZPo085dVIPiJfMF7QUoR-4Z05QCLcB/s1600/pexels-photo-194098.jpeg	(from http://brakt-demo3.blogspot.com/2016_11_01_archive.html)
23:07:17	392238/392238	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Feb%202021%2017:07:15%20GMT	http://brakt-demo3.blogspot.com/p/mega/	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/p/mega/index.html	(from http://brakt-demo3.blogspot.com/p/simple-page.html)
23:07:18	68759/68759	---M--	200	added ('OK')	image/jpeg	etag:%22v118%22	https://2.bp.blogspot.com/-fQv6S-rfsgw/WDb-Lun8N1I/AAAAAAAAARU/Mc1fbim2tdcIfBbP_vcXQU3rzTXtUbTmgCLcB/s1600/unnamed+%25285%2529.jpg	C:/My%20Web%20Sites/fuckier/2.bp.blogspot.com/-fQv6S-rfsgw/WDb-Lun8N1I/AAAAAAAAARU/Mc1fbim2tdcIfBbP_vcXQU3rzTXtUbTmgCLcB/s1600/unnamed%20(5).jpg	(from http://brakt-demo3.blogspot.com/p/simple-page.html)
23:07:18	297797/297797	---M--	200	added ('OK')	image/jpeg	etag:%22v13f%22	https://3.bp.blogspot.com/-eNc1IwQH4uo/WDcpZYa4_VI/AAAAAAAAATo/Y-H0v7eLIJcpUinirhKlaWfrQq-PK1lQgCLcB/s1600/mountains-nature-man-person.jpg	C:/My%20Web%20Sites/fuckier/3.bp.blogspot.com/-eNc1IwQH4uo/WDcpZYa4_VI/AAAAAAAAATo/Y-H0v7eLIJcpUinirhKlaWfrQq-PK1lQgCLcB/s1600/mountains-nature-man-person.jpg	(from http://brakt-demo3.blogspot.com/2016_11_01_archive.html)
23:07:18	300415/300415	---M--	200	added ('OK')	image/jpeg	etag:%22v143%22	https://2.bp.blogspot.com/-oLlwNnlG3e0/WDct1ijnt1I/AAAAAAAAAT4/Z87Ta8RblsoV1DtniazmKVcpWHSsVOYewCLcB/s1600/man-people-office-writing.jpg	C:/My%20Web%20Sites/fuckier/2.bp.blogspot.com/-oLlwNnlG3e0/WDct1ijnt1I/AAAAAAAAAT4/Z87Ta8RblsoV1DtniazmKVcpWHSsVOYewCLcB/s1600/man-people-office-writing.jpg	(from http://brakt-demo3.blogspot.com/p/simple-page.html)
23:07:18	13189/13189	---M--	200	added ('OK')	image/jpeg	etag:%22v118%22	https://2.bp.blogspot.com/-fQv6S-rfsgw/WDb-Lun8N1I/AAAAAAAAARU/Mc1fbim2tdcIfBbP_vcXQU3rzTXtUbTmgCLcB/s200/unnamed+%25285%2529.jpg	C:/My%20Web%20Sites/fuckier/2.bp.blogspot.com/-fQv6S-rfsgw/WDb-Lun8N1I/AAAAAAAAARU/Mc1fbim2tdcIfBbP_vcXQU3rzTXtUbTmgCLcB/s200/unnamed%20(5).jpg	(from http://brakt-demo3.blogspot.com/p/simple-page.html)
23:07:19	13346/13346	---M--	200	added ('OK')	text/javascript	date:Sat,%2013%20Feb%202021%2005:17:32%20GMT	https://www.blogger.com/static/v1/jsbin/3858658042-comment_from_post_iframe.js	C:/My%20Web%20Sites/fuckier/www.blogger.com/static/v1/jsbin/3858658042-comment_from_post_iframe.js	(from http://brakt-demo3.blogspot.com/p/simple-page.html)
23:07:22	392256/392256	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Feb%202021%2017:07:20%20GMT	http://brakt-demo3.blogspot.com/p/Version/	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/p/Version/index.html	(from http://brakt-demo3.blogspot.com/p/simple-page.html)
23:07:23	392274/392274	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Feb%202021%2017:07:20%20GMT	http://brakt-demo3.blogspot.com/p/default.jpg	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/p/default.5a.delayed	(from http://brakt-demo3.blogspot.com/p/simple-page.html)
23:07:24	392256/392256	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Feb%202021%2017:07:20%20GMT	http://brakt-demo3.blogspot.com/p/version/	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/p/version/index-2.html	(from http://brakt-demo3.blogspot.com/p/simple-page.html)
23:07:26	392286/392286	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Feb%202021%2017:07:23%20GMT	http://brakt-demo3.blogspot.com/p/mqdefault.jpg	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/p/mqdefault.5b.delayed	(from http://brakt-demo3.blogspot.com/p/simple-page.html)
23:07:33	503029/503029	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/search	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/search.html	(from http://brakt-demo3.blogspot.com/search/label/)
23:07:34	10067/10067	---M-Z	200	added ('OK')	application/atom+xml	date:Wed,%2022%20Apr%202020%2017:06:57%20GMT	http://brakt-demo3.blogspot.com/feeds/4629160993401218003/comments/default	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/feeds/4629160993401218003/comments/default	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:35	43/43	---M--	200	added ('OK')	image/gif	date:Mon,%2015%20Feb%202021%2013:08:51%20GMT	http://resources.blogblog.com/img/blank.gif	C:/My%20Web%20Sites/fuckier/resources.blogblog.com/img/blank.gif	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:37	392274/392274	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Feb%202021%2017:07:36%20GMT	http://brakt-demo3.blogspot.com/2016/11/mega/	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/mega/index.html	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:38	420904/420904	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html?showComment=1485752923982	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on7877.html	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:39	420904/420904	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html?showComment=1486414941066	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on4d62.html	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:41	420904/420904	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html?showComment=1486028789881	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on6fd1.html	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:41	2531/2531	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Feb%202021%2005:17:32%20GMT	http://www.blogger.com/img/blogger_logo_round_35.png	C:/My%20Web%20Sites/fuckier/www.blogger.com/img/blogger_logo_round_35.png	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:43	420904/420904	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html?showComment=1529275521237	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on92a0.html	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:45	420904/420904	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html?showComment=1587575166592	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on8e41.html	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:49	392310/392310	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Feb%202021%2017:07:46%20GMT	http://brakt-demo3.blogspot.com/2016/11/default.jpg	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/default.66.delayed	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:51	392292/392292	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Feb%202021%2017:07:47%20GMT	http://brakt-demo3.blogspot.com/2016/11/Version/	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/Version/index.html	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:51	392292/392292	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Feb%202021%2017:07:47%20GMT	http://brakt-demo3.blogspot.com/2016/11/version/	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/version/index-2.html	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:52	392322/392322	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Feb%202021%2017:07:49%20GMT	http://brakt-demo3.blogspot.com/2016/11/mqdefault.jpg	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/mqdefault.67.delayed	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-black-hoodie-sitting-on.html)
23:07:56	392820/392820	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/search/label/Men?updated-max=2016-11-24T09:32:00-08:00&max-results=20&start=20&by-date=false	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/search/label/Men1129.html	(from http://brakt-demo3.blogspot.com/search/label/Men)
23:07:58	21456/21456	---M-Z	200	added ('OK')	application/atom+xml	date:Wed,%2022%20Apr%202020%2017:06:57%20GMT	http://brakt-demo3.blogspot.com/feeds/9161257440912881611/comments/default	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/feeds/9161257440912881611/comments/default	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:00	97317/97317	---M-Z	200	added ('OK')	application/javascript	etag:%2211a0c75a945561958f0b924da0e67334+gzip%22	http://platform.twitter.com/widgets.js	C:/My%20Web%20Sites/fuckier/platform.twitter.com/widgets.js	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:03	431295/431295	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1482693524668	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes26d3.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:03	431237/431237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1482859873612	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyesb0dc.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:07	431237/431237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1483076310516	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes7d01.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:09	431237/431237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1483115385110	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyesb6a4.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:12	431237/431237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1483116339850	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyesb31e.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:13	431237/431237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1485179198891	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyeseca9.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:16	431237/431237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1485180030272	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes051b.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:17	1790/1790	---M--	200	added ('OK')	image/png	etag:%22v16b%22	http://1.bp.blogspot.com/-YfH4miSXO_Y/WUHoHlaP72I/AAAAAAAAAWo/oj0WwogL6PcygmJ7GaEG4Zue6rZ3mEwAwCK4BGAYYCw/s35/480by480.png	C:/My%20Web%20Sites/fuckier/1.bp.blogspot.com/-YfH4miSXO_Y/WUHoHlaP72I/AAAAAAAAAWo/oj0WwogL6PcygmJ7GaEG4Zue6rZ3mEwAwCK4BGAYYCw/s35/480by480.png	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:20	431470/431470	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1497468994758	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyesf961.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:21	2241/2241	---M--	200	added ('OK')	image/png	etag:%22v5c1%22	http://1.bp.blogspot.com/-EOPTHgCd5Tc/XYn0V36GrzI/AAAAAAAABb8/pAeY0v-v9Xsi06_bnUn-Or5OEYVq0t3DwCK4BGAYYCw/s35/mixtheme-logo.png	C:/My%20Web%20Sites/fuckier/1.bp.blogspot.com/-EOPTHgCd5Tc/XYn0V36GrzI/AAAAAAAABb8/pAeY0v-v9Xsi06_bnUn-Or5OEYVq0t3DwCK4BGAYYCw/s35/mixtheme-logo.png	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:22	431237/431237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1497469617745	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes912b.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:24	431237/431237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1510785785172	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes8974.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:25	431237/431237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1522683167456	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes1451.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:27	318573/318573	---M--	200	added ('OK')	image/jpeg	etag:%22v13f%22	https://4.bp.blogspot.com/-NswYpYXEMjk/WDcscqcvHTI/AAAAAAAAATw/QVfw0zfsa8wimloUj-cq9QJd-tcwnD16wCLcB/s1600/pexels-photo-27682.jpg	C:/My%20Web%20Sites/fuckier/4.bp.blogspot.com/-NswYpYXEMjk/WDcscqcvHTI/AAAAAAAAATw/QVfw0zfsa8wimloUj-cq9QJd-tcwnD16wCLcB/s1600/pexels-photo-27682.jpg	(from http://brakt-demo3.blogspot.com/p/full-width-page.html)
23:08:28	431237/431237	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html?showComment=1587575203707	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes41ba.html	(from http://brakt-demo3.blogspot.com/2016/11/woman-with-black-textil-and-green-eyes.html)
23:08:31	392820/392820	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/search/label/Art?updated-max=2016-11-24T07:51:00-08:00&max-results=20&start=20&by-date=false	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/search/label/Art60dd.html	(from http://brakt-demo3.blogspot.com/search/label/Art)
23:08:32	8226/8226	---M-Z	200	added ('OK')	application/atom+xml	date:Wed,%2022%20Apr%202020%2017:06:57%20GMT	http://brakt-demo3.blogspot.com/feeds/2072825099592214075/comments/default	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/feeds/2072825099592214075/comments/default	(from http://brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump.html)
23:08:35	418574/418574	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump.html?showComment=1487625021086	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump42a2.html	(from http://brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump.html)
23:08:37	418574/418574	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump.html?showComment=1488270692521	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump2013.html	(from http://brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump.html)
23:08:39	418574/418574	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump.html?showComment=1570031072673	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump2a31.html	(from http://brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump.html)
23:08:40	418574/418574	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump.html?showComment=1587575217498	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump1f3b.html	(from http://brakt-demo3.blogspot.com/2016/11/green-leaf-plant-on-brown-wooden-stump.html)
23:08:43	392868/392868	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/search/label/Nature?updated-max=2016-11-24T07:42:00-08:00&max-results=20&start=20&by-date=false	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/search/label/Nature1fdb.html	(from http://brakt-demo3.blogspot.com/search/label/Nature)
23:08:45	1421/1421	---M-Z	200	added ('OK')	application/atom+xml	date:Wed,%2022%20Apr%202020%2017:06:57%20GMT	http://brakt-demo3.blogspot.com/feeds/1993680979056286041/comments/default	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/feeds/1993680979056286041/comments/default	(from http://brakt-demo3.blogspot.com/2016/11/man-wearing-brown-crew-neck-t-shirt.html)
23:08:47	1421/1421	---M-Z	200	added ('OK')	application/atom+xml	date:Wed,%2022%20Apr%202020%2017:06:57%20GMT	http://brakt-demo3.blogspot.com/feeds/3050219688315526870/comments/default	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/feeds/3050219688315526870/comments/default	(from http://brakt-demo3.blogspot.com/2016/11/amazing-breakfast-in-morning.html)
23:08:52	392836/392836	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/search/label/Food?updated-max=2016-11-24T07:42:00-08:00&max-results=20&start=20&by-date=false	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/search/label/Food1fdb.html	(from http://brakt-demo3.blogspot.com/search/label/Food)
23:08:53	4688/4688	---M-Z	200	added ('OK')	application/atom+xml	date:Wed,%2022%20Apr%202020%2017:06:57%20GMT	http://brakt-demo3.blogspot.com/feeds/5794409261648539716/comments/default	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/feeds/5794409261648539716/comments/default	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-yellow-hoodie-jacket.html)
23:08:53	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2017%20Feb%202021%2017:08:52%20GMT	http://platform.instagram.com/en_US/embeds.js	C:/My%20Web%20Sites/fuckier/platform.instagram.com/en_US/embeds.84.delayed	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-yellow-hoodie-jacket.html)
23:08:53	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2017%20Feb%202021%2017:08:53%20GMT	https://platform.instagram.com/en_US/embeds.js	C:/My%20Web%20Sites/fuckier/platform.instagram.com/en_US/embeds.85.delayed	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-yellow-hoodie-jacket.html)
23:08:54	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2017%20Feb%202021%2017:08:53%20GMT	https://www.instagram.com/embed.js	C:/My%20Web%20Sites/fuckier/www.instagram.com/embed.86.delayed	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-yellow-hoodie-jacket.html)
23:08:55	15726/15726	---M-Z	200	added ('OK')	text/javascript	etag:%2255a0aa33cf46%22	https://www.instagram.com/static/bundles/metro/EmbedSDK.js/55a0aa33cf46.js	C:/My%20Web%20Sites/fuckier/www.instagram.com/static/bundles/metro/EmbedSDK.js/55a0aa33cf46.js	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-yellow-hoodie-jacket.html)
23:08:57	416553/416553	---M-Z	200	added ('OK')	text/html	date:Wed,%2027%20Jan%202021%2018:45:52%20GMT	http://brakt-demo3.blogspot.com/2016/11/person-wearing-yellow-hoodie-jacket.html?showComment=1487089388191	C:/My%20Web%20Sites/fuckier/brakt-demo3.blogspot.com/2016/11/person-wearing-yellow-hoodie-jacket99ce.html	(from http://brakt-demo3.blogspot.com/2016/11/person-wearing-yellow-hoodie-jacket.html)
